Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
PKQ,35C,DAL-FT WORTH,TX,LOC,11831,10683,9069,13834,SW,1,2710
PKU,28,ATLANTA,GA,GS,17712,18078,15040,14311,SO,1,2710
PKU,28,ATLANTA,GA,LOC,15152,14444,9962,27566,SO,1,2710
PKX,36,OLATHE,KS,LOC,10839,11832,9795,9149,CE,3,2710
PLJ,27R,OPA LOCKA,FL,GS,17391,17901,11967,28740,SO,3,2710
PLJ,27R,OPA LOCKA,FL,LOC,524,600,396,655,SO,3,2710
PLN,32,PELLSTON,MI,GS,13827,14129,13179,3243,GL,3,2710
PLN,32,PELLSTON,MI,LOC,2284,2434,1708,3244,GL,3,2710
PLQ,27,TALLAHASSEE,FL,GS,14994,14161,10639,24819,SO,3,2710
PLQ,27,TALLAHASSEE,FL,LOC,16632,16642,14966,14858,SO,3,2710
PMD,25,PALMDALE,CA,GS,7672,7637,5929,15001,WP,3,2710
PMD,25,PALMDALE,CA,LOC,3682,3625,3910,4328,WP,3,2710
PMP,15,POMPANO BEACH,FL,LOC,5527,6034,5352,1370,SO,3,2710
PMU,19,BATESVILLE,MS,LOC,84693,85037,68841,100544,SO,X,2710
PNC,17,PONCA CITY,OK,GS,10073,10364,7600,13017,SW,3,2710
PNC,17,PONCA CITY,OK,LOC,8742,8285,5742,17001,SW,3,2710
PNE,24,N PHILA,PA,GS,5981,6225,706,26381,EA,3,2710
PNE,24,N PHILA,PA,LOC,3227,3390,34,16012,EA,3,2710
PNO,31,NASHVILLE,TN,GS,39277,40435,30196,54180,SO,2,2710
PNO,31,NASHVILLE,TN,LOC,14280,15401,15033,4521,SO,2,2710
PNS,17,PENSACOLA,FL,GS,5629,5930,4574,7708,SO,3,2710
PNS,17,PENSACOLA,FL,LOC,3668,4012,1844,9126,SO,3,2710
POC,26L,LAVERNE,CA,GS,3690,2332,1436,11310,WP,3,2710
POC,26L,LAVERNE,CA,LOC,2062,2474,1743,1806,WP,3,2710
POU,06,POUGHKEEPSIE,NY,GS,2471,2358,2245,1708,EA,3,2710
POU,06,POUGHKEEPSIE,NY,LOC,9420,9104,3385,31442,EA,3,2710
PPO,02,LA PORTE,IN,LOC,102983,101966,135974,69991,GL,,2710
PPY,18,OMAHA,NE,GS,885,114,885,916,CE,3,2710
PPY,18,OMAHA,NE,LOC,1547,1120,1396,916,CE,3,2710
PPZ,17L,DAL-FT WORTH,TX,GS,14444,17997,18794,3028,SW,1,2710
PPZ,17L,DAL-FT WORTH,TX,LOC,21677,25032,24724,3028,SW,1,2710
PQI,01,PRESQUE ISLE,ME,GS,4732,4774,4082,3300,NE,3,2710
PQI,01,PRESQUE ISLE,ME,LOC,15354,16050,14406,22418,NE,3,2710
PQL,17,PASCAGOULA,MS,GS,3629,1215,2084,8097,SO,3,2710
PQL,17,PASCAGOULA,MS,LOC,3628,3715,2551,5574,SO,3,2710
PQQ,30,DANVILLE,KY,LOC,117958,117049,152562,83354,GL,X,2710
PRC,21L,PRESCOTT,AZ,GS,2161,3038,2010,1258,WP,3,2710
PRC,21L,PRESCOTT,AZ,LOC,4880,6057,5155,5974,WP,3,2710
PRQ,13R,HOUSTON,TX,GS,2964,5140,6455,467,SW,2,2710
PRQ,13R,HOUSTON,TX,LOC,7042,5742,5677,7301,SW,2,2710
PSC,21R,PASCO,WA,GS,634,808,244,2240,NM,3,2710
PSC,21R,PASCO,WA,LOC,7100,7334,6653,2240,NM,3,2710
PSG,23,PETERSBURG,AK,LOC,2658,2654,2005,5256,AL,3,2710
PSK,06,PULASKI,VA,GS,4893,5037,5233,4492,EA,3,2710
PSK,06,PULASKI,VA,LOC,11838,12547,11655,4475,EA,3,2710
PSM,34,PORTSMOUTH,NH,GS,13145,12060,7674,36365,NE,3,2710
PSM,34,PORTSMOUTH,NH,LOC,659,0,955,416,NE,3,2710
PTK,09R,WATERFORD,MI,GS,4988,5277,4780,5169,GL,3,2710
PTK,09R,WATERFORD,MI,LOC,4545,4780,4351,7465,GL,3,2710
PTN,24,PATTERSON,LA,GS,65069,59072,96139,2929,SW,X,2710
PTN,24,PATTERSON,LA,LOC,57952,55417,67916,38024,SW,X,2710
PTW,28,POTTSTOWN,PA,LOC,17353,19747,20844,12197,EA,1,2710
PUB,08R,PUEBLO,CO,GS,8104,6276,5612,13737,NM,3,2710
PUB,08R,PUEBLO,CO,LOC,10786,10953,5313,40947,NM,3,2710
PUC,01,PRICE,UT,GS,6821,6196,4608,13373,NM,3,2710
PUC,01,PRICE,UT,LOC,5146,5123,2098,16229,NM,3,2710
PUJ,31,DALLAS,GA,GS,37174,38986,52446,6629,SO,X,2710
PUJ,31,DALLAS,GA,LOC,37148,44048,52408,6629,SO,X,2710
PUK,16,PANAMA CITY,FL,GS,33178,41956,49142,1250,SO,3,2710
PUK,16,PANAMA CITY,FL,LOC,13731,14138,11676,10396,SO,3,2710
PUW,05,PULLMAN,WA,GS,3184,2773,3458,2087,NM,3,2710
PUW,05,PULLMAN,WA,LOC,8437,8744,7056,9818,NM,3,2710
PVD,05,WARWICK,RI,GS,16570,15667,4843,58640,NE,3,2710
PVD,05,WARWICK,RI,LOC,7391,11820,13118,2235,NE,3,2710
PVG,,PORTSMOUTH,VA,GS,13080,-1,-1,13080,EA,X,2710
PVG,,PORTSMOUTH,VA,LOC,13080,-1,-1,13080,EA,X,2710
PVL,01R,KANSAS CITY,MO,GS,6927,6194,2968,20788,CE,2,2710
PVL,01R,KANSAS CITY,MO,LOC,7420,7270,5344,10686,CE,2,2710
PVO,13,ATLANTIC CITY,NJ,GS,5898,5240,5894,556,EA,3,2710
PVO,13,ATLANTIC CITY,NJ,LOC,2172,2644,2076,1543,EA,3,2710
PVU,13,PROVO,UT,GS,10792,13546,13997,6889,NM,3,2710
PVU,13,PROVO,UT,LOC,2686,2898,12866,6889,NM,3,2710
PVY,24R,CLEVELAND,OH,GS,8468,9018,8331,4117,GL,2,2710
PVY,24R,CLEVELAND,OH,LOC,12259,13217,11346,14572,GL,2,2710
PWA,17L,OKLAHOMA CITY,OK,GS,6575,6841,5877,3656,SW,3,2710
PWA,17L,OKLAHOMA CITY,OK,LOC,730,0,599,2215,SW,3,2710
PWB,28R,W PALM BEACH,FL,GS,7223,7070,6731,7181,SO,3,2710
PWB,28R,W PALM BEACH,FL,LOC,7082,7873,7213,2492,SO,3,2710
PWK,16,WHEELING,IL,GS,3574,3911,2534,5216,GL,3,2710
PWK,16,WHEELING,IL,LOC,4778,3943,3656,7348,GL,3,2710
PWM,11,PORTLAND,ME,GS,8824,9893,9980,1045,NE,3,2710
PWM,11,PORTLAND,ME,LOC,3715,5130,5553,1045,NE,3,2710
PWT,20,BREMERTON,WA,GS,2695,2503,2821,8883,NM,1,2710
PWT,20,BREMERTON,WA,LOC,11439,12652,15705,24963,NM,1,2710
PXE,36,PERRY,GA,GS,51048,-1,-1,51048,SO,X,2710
PXE,36,PERRY,GA,LOC,53856,-1,-1,53856,SO,X,2710
PXP,28,CLEVELAND,OH,GS,8331,8971,9217,11453,GL,2,2710
PXP,28,CLEVELAND,OH,LOC,16477,16030,12118,42125,GL,2,2710
PXY,25L,MILWAUKEE,WI,LOC,3454,3522,2020,9321,GL,2,2710
PYM,06,PLYMOUTH,MA,GS,1825,2441,5837,1762,NE,1,2710
PYM,06,PLYMOUTH,MA,LOC,4106,5053,5275,4423,NE,1,2710
PYU,36,PERU,IL,LOC,262032,-1,-1,262032,GL,,2710
PZR,23,KENANSVILLE,NC,LOC,130407,129953,152810,108004,SO,X,2710
PZV,31,FLUSHING,NY,LOC,10692,11025,3807,34733,EA,1,2710
Q89,00,INDEPENDENCE,MO,GS,164400,-1,-1,164400,CE,,2710
RAC,04,RACINE,WI,GS,2089,1793,1498,4250,GL,2,2710
RAC,04,RACINE,WI,LOC,2118,2072,2855,4424,GL,2,2710
RAL,09,RIVERSIDE,CA,GS,5525,4885,5851,9819,WP,3,2710
RAL,09,RIVERSIDE,CA,LOC,6753,5971,20436,20598,WP,3,2710
RAP,32,RAPID CITY,SD,GS,3910,3980,3638,2158,NM,3,2710
RAP,32,RAPID CITY,SD,LOC,2080,1800,2239,2424,NM,3,2710
RAY,14L,OMAHA,NE,GS,10130,10572,9726,2023,CE,3,2710
RAY,14L,OMAHA,NE,LOC,11683,13226,13713,548,CE,3,2710
RBD,31,DALLAS,TX,GS,2403,1287,4055,3692,SW,3,2710
RBD,31,DALLAS,TX,LOC,814,488,894,1063,SW,3,2710
RBW,23,WALTERBORO,SC,GS,8594,9284,9093,5140,SO,3,2710
RBW,23,WALTERBORO,SC,LOC,5741,5240,6090,12507,SO,3,2710
RDD,34,REDDING,CA,GS,4265,5096,5042,1130,WP,3,2710
RDD,34,REDDING,CA,LOC,3750,3988,3312,3986,WP,3,2710
RDG,36,READING,PA,GS,6952,8785,6633,1615,EA,3,2710
RDG,36,READING,PA,LOC,31762,31635,31146,3154,EA,3,2710
RDM,23,REDMOND,OR,GS,4870,6447,7792,2285,NM,3,2710
RDM,23,REDMOND,OR,LOC,2029,2465,1975,774,NM,3,2710
RDU,05R,RALEIGH,NC,GS,11799,11971,7941,23211,SO,2,2710
RDU,05R,RALEIGH,NC,LOC,17471,17927,13234,21278,SO,2,2710
REE,32,JANESVILLE,WI,GS,7567,12745,11045,1302,GL,3,2710
REE,32,JANESVILLE,WI,LOC,25746,27728,24847,27417,GL,3,2710
RFD,01,ROCKFORD,IL,GS,2191,0,2338,1206,GL,3,2710
RFD,01,ROCKFORD,IL,LOC,1347,805,1072,1952,GL,3,2710
RGJ,16,RICHMOND,VA,GS,6488,7134,5057,7594,EA,3,2710
RGJ,16,RICHMOND,VA,LOC,1506,1263,1905,1618,EA,3,2710
RGK,09,RED WING,MN,GS,33022,34267,40701,2309,GL,X,2710
RGK,09,RED WING,MN,LOC,41803,43497,54967,2309,GL,X,2710
RGL,10,WRANGELL,AK,LOC,6097,6431,5931,5905,AL,3,2710
RGN,24,KUPARUK,AK,GS,86592,-1,-1,86592,AL,X,2710
RGN,24,KUPARUK,AK,LOC,86592,-1,-1,86592,AL,X,2710
RGO,19,AKRON,OH,GS,16136,19160,19725,3630,GL,3,2710
RGO,19,AKRON,OH,LOC,5126,5265,4861,1570,GL,3,2710
RGR,35R,OKLAHOMA CITY,OK,GS,15479,15991,16163,1129,SW,3,2710
RGR,35R,OKLAHOMA CITY,OK,LOC,18616,20469,20010,1129,SW,3,2710
RGS,18R,CHARLOTTE,NC,GS,14441,16570,17773,11188,SO,1,2710
RGS,18R,CHARLOTTE,NC,LOC,15535,15272,13173,12104,SO,1,2710
RHF,06,KUPARUK,AK,GS,86592,-1,-1,86592,AL,X,2710
RHF,06,KUPARUK,AK,LOC,86592,-1,-1,86592,AL,X,2710
RHI,09,RHINELANDER,WI,GS,9221,8624,4862,21802,GL,3,2710
RHI,09,RHINELANDER,WI,LOC,2706,2739,3973,1971,GL,3,2710
RHX,22L,WILMINGTON,OH,GS,166608,-1,-1,166608,GL,X,2710
RHX,22L,WILMINGTON,OH,LOC,157800,-1,-1,157800,GL,X,2710
RID,24,RICHMOND,IN,GS,75043,49512,85774,42848,GL,,2710
RID,24,RICHMOND,IN,LOC,8568,5401,6419,31113,GL,,2710
RIL,26,RIFLE,CO,GS,14761,16396,14377,31512,NM,X,2710
RIL,26,RIFLE,CO,LOC,23181,23209,17490,31848,NM,X,2710
RIQ,22,AMARILLO,TX,GS,6858,7502,5911,5285,SW,3,2710
RIQ,22,AMARILLO,TX,LOC,1554,970,732,4998,SW,3,2710
RIW,28,RIVERTON,WY,GS,5974,6555,4500,11481,NM,3,2710
RIW,28,RIVERTON,WY,LOC,4973,5808,6000,8189,NM,3,2710
RJG,25L,PHOENIX,AZ,GS,6221,6445,7914,9843,WP,1,2710
RJG,25L,PHOENIX,AZ,LOC,9715,9349,7249,26144,WP,1,2710
RKH,04,SUFFOLK,VA,LOC,41928,-1,-1,41928,EA,X,2710
RKS,27,ROCK SPRINGS,WY,GS,227,267,126,556,NM,3,2710
RKS,27,ROCK SPRINGS,WY,LOC,3977,4881,5174,2359,NM,3,2710
RLD,19,RICHLAND,WA,LOC,8359,8900,8388,5064,NM,3,2710
RLE,26L,LAS VEGAS,NV,GS,9396,12414,14255,9442,WP,1,2710
RLE,26L,LAS VEGAS,NV,LOC,11052,9845,9164,9442,WP,1,2710
RLI,35L,LOUISVILLE,KY,GS,9297,9335,7216,17324,SO,2,2710
RLI,35L,LOUISVILLE,KY,LOC,11652,12048,11101,5279,SO,2,2710
RLS,07,WESTERLY,RI,LOC,6219,6773,8398,2723,NE,3,2710
RLU,05,WATERVILLE,ME,GS,1400,1379,1160,1299,NE,3,2710
RLU,05,WATERVILLE,ME,LOC,28167,28553,17969,53194,NE,3,2710
RME,33,ROME,NY,GS,1269,0,629,3324,EA,3,2710
RME,33,ROME,NY,LOC,30347,37705,37103,3324,EA,3,2710
RMN,33,STAFFORD,VA,GS,32237,35570,38595,19523,EA,X,2710
RMN,33,STAFFORD,VA,LOC,32071,40139,43314,9585,EA,X,2710
RMT,12,SCOTTSBLUFF,NE,GS,12978,14731,13555,3686,NM,3,2710
RMT,12,SCOTTSBLUFF,NE,LOC,18881,20274,19303,977,NM,3,2710
RMZ,13,ROCKLAND,ME,GS,6098,6510,5859,2289,NE,3,2710
RMZ,13,ROCKLAND,ME,LOC,2575,2969,2405,1232,NE,3,2710
RNC,23,MCMINNVILLE,TN,LOC,275424,-1,-1,275424,SO,X,2710
RNE,06,NANTUCKET,MA,GS,6866,5814,5584,13018,NE,3,2710
RNE,06,NANTUCKET,MA,LOC,173,0,222,391,NE,3,2710
RNI,09,KANSAS CITY,MO,GS,5027,3194,4551,2386,CE,2,2710
RNI,09,KANSAS CITY,MO,LOC,4904,1299,2183,14884,CE,2,2710
RNO,16R,RENO,NV,GS,1477,557,590,5961,WP,3,2710
RNO,16R,RENO,NV,LOC,1476,1029,927,7160,WP,3,2710
RNOA,16R,RENO,NV,LOC,14229,17484,15514,11818,WP,3,2710
RNX,04,PEORIA,IL,GS,2973,3650,3660,533,GL,3,2710
RNX,04,PEORIA,IL,LOC,3065,2886,3401,3823,GL,3,2710
ROA,34,ROANOKE,VA,GS,3848,3867,3530,5931,EA,3,2710
ROA,34,ROANOKE,VA,LOC,4114,0,2052,11934,EA,3,2710
ROC,28,ROCHESTER,NY,GS,5676,6950,6682,5455,EA,3,2710
ROC,28,ROCHESTER,NY,LOC,4256,4488,3935,1613,EA,3,2710
ROE,24,BIRMINGHAM,AL,GS,5638,4391,3919,8862,SO,3,2710
ROE,24,BIRMINGHAM,AL,LOC,28445,28889,23469,25041,SO,3,2710
ROF,33,AURORA,IL,GS,22632,-1,-1,22632,GL,X,2710
ROF,33,AURORA,IL,LOC,6126,6532,6200,308,GL,3,2710
ROG,20,ROGERS,AR,GS,7543,10704,13787,6441,SW,3,2710
ROG,20,ROGERS,AR,LOC,7645,7969,10418,21655,SW,3,2710
ROW,21,ROSWELL,NM,GS,2592,462,2385,7247,SW,3,2710
ROW,21,ROSWELL,NM,LOC,1463,1278,928,2789,SW,3,2710
ROY,08L,MIAMI,FL,LOC,15785,16760,7457,40769,SO,1,2710
RPD,01,RICE LAKE,WI,GS,19809,22907,19343,20884,GL,3,2710
RPD,01,RICE LAKE,WI,LOC,24170,25433,25411,2572,GL,3,2710
RPO,02,SANDPOINT,ID,LOC,27155,27509,7911,112339,NM,X,2710
RPW,11L,FRESNO,CA,LOC,8198,7899,5599,13011,WP,3,2710
RQF,29,HAMILTON,OH,GS,76559,73462,121407,31710,GL,X,2710
RQF,29,HAMILTON,OH,LOC,218472,-1,-1,218472,GL,X,2710
RQN,29,ST LOUIS,MO,GS,23392,23754,22822,21435,CE,2,2710
RQN,29,ST LOUIS,MO,LOC,23551,24211,21144,16490,CE,2,2710
RRA,31R,DAL-FT WORTH,TX,GS,6965,6830,7233,2282,SW,1,2710
RRA,31R,DAL-FT WORTH,TX,LOC,16006,20149,15151,19427,SW,1,2710
RRU,27,CEDAR RAPIDS,IA,GS,3145,2240,4017,3421,CE,3,2710
RRU,27,CEDAR RAPIDS,IA,LOC,5856,6166,4795,5762,CE,3,2710
RSR,11,WORCESTER,MA,GS,10916,9638,5398,29813,NE,3,2710
RSR,11,WORCESTER,MA,LOC,4961,4710,4635,3657,NE,3,2710
RST,31,ROCHESTER,MN,GS,3858,3607,2562,10849,GL,3,2710
RST,31,ROCHESTER,MN,LOC,4655,4958,1794,14693,GL,3,2710
RSW,06,FT MYERS,FL,GS,12802,12938,8553,35551,SO,3,2710
RSW,06,FT MYERS,FL,LOC,2923,2695,2099,6075,SO,3,2710
RTH,31R,JAMAICA,NY,GS,10601,9943,5680,27893,EA,1,2710
RTH,31R,JAMAICA,NY,LOC,22899,22959,22286,3065,EA,1,2710
RTS,32,RENO,NV,GS,4735,6798,8511,2165,WP,1,2710
RTS,32,RENO,NV,LOC,17511,22138,17808,11118,WP,1,2710
RTT,21,FLORA,IL,LOC,83820,0,166672,967,GL,X,2710
RUJ,32,MOBILE,AL,GS,8998,7016,9130,8073,SO,3,2710
RUJ,32,MOBILE,AL,LOC,5378,6031,5687,4589,SO,3,2710
RUM,13,SAN MARCOS,TX,GS,4124,3097,3507,5380,SW,2,2710
RUM,13,SAN MARCOS,TX,LOC,7695,7906,3777,23236,SW,2,2710
RUQ,20,SALISBURY,NC,GS,19821,18966,40224,10664,SO,X,2710
RUQ,20,SALISBURY,NC,LOC,13114,13181,14453,2461,SO,X,2710
RUT,19,RUTLAND,VT,GS,2079,1727,1085,4976,NE,3,2710
RUT,19,N.CLARENDON,VT,LOC,7336,7353,6702,6659,NE,3,2710
RUX,33L,BALTIMORE,MD,GS,4235,7640,9946,5262,EA,1,2710
RUX,33L,BALTIMORE,MD,LOC,3599,7524,9042,1373,EA,1,2710
RVL,06,REEDSVILLE,PA,LOC,16123,17540,14069,13231,EA,3,2710
RVS,01L,TULSA,OK,GS,9157,8681,8719,19252,SW,3,2710
RVS,01L,TULSA,OK,LOC,13593,13185,13176,7034,SW,3,2710
RVT,36,COLUMBUS,MS,GS,14901,16619,14045,7133,SO,3,2710
RVT,36,COLUMBUS,MS,LOC,14897,17277,16797,2121,SO,3,2710
RWI,04,ROCKY MOUNT,NC,GS,9593,12316,12870,536,SO,2,2710
RWI,04,ROCKY MOUNT,NC,LOC,3020,3445,2944,396,SO,2,2710
RWS,01L,CAMP SPRINGS,MD,GS,21985,23026,21471,5408,EA,1,2710
RWS,01L,CAMP SPRINGS,MD,LOC,6178,4791,6039,971,EA,1,2710
RXK,09,NEWARK,OH,LOC,74930,61404,142224,7635,GL,X,2710
RXN,24,ISLIP,NY,GS,3274,4063,3646,2624,EA,3,2710
RXN,24,ISLIP,NY,LOC,10258,11146,10061,3734,EA,3,2710
RXZ,22R,CHICAGO,IL,GS,10735,10101,10626,4357,GL,1,2710
RXZ,22R,CHICAGO,IL,LOC,23069,24215,21251,15600,GL,1,2710
RYY,27,KENNESAW,GA,GS,6664,6550,5021,12484,SO,3,2710
RYY,27,KENNESAW,GA,LOC,6481,7008,6521,755,SO,3,2710
SAC,02,SACRAMENTO,CA,GS,3685,3300,3621,1586,WP,3,2710
SAC,02,SACRAMENTO,CA,LOC,12779,15515,14876,1586,WP,3,2710
SAJ,09L,CHICAGO,IL,GS,22537,19598,22066,24422,GL,1,2710
SAJ,09L,CHICAGO,IL,LOC,10939,9825,6657,21652,GL,1,2710
SAN,09,SAN DIEGO,CA,GS,3885,3305,1209,13616,WP,1,2710
SAN,09,SAN DIEGO,CA,LOC,3946,3886,577,18109,WP,1,2710
SAQ,10,ALLEGHENY,PA,GS,3087,5099,3130,896,EA,3,2710
SAQ,10,ALLEGHENY,PA,LOC,2970,3048,2898,391,EA,3,2710
SAT,04,SAN ANTONIO,TX,GS,8140,10463,10630,6028,SW,2,2710
SAT,04,SAN ANTONIO,TX,LOC,3348,3346,3289,5788,SW,2,2710
SAV,10,SAVANNAH,GA,GS,8326,8848,4781,20427,SO,3,2710
SAV,10,SAVANNAH,GA,LOC,12843,13342,12026,7475,SO,3,2710
SBA,07,SANTA BARBARA,CA,GS,8263,8642,7880,5929,WP,3,2710
SBA,07,SANTA BARBARA,CA,LOC,4920,5066,3180,11646,WP,3,2710
SBD,06,SANBERNARDINO,CA,GS,203136,-1,-1,203136,WP,X,2710
SBD,06,SANBERNARDINO,CA,LOC,17445,15878,15675,22755,WP,X,2710
SBN,27L,SOUTH BEND,IN,GS,5636,896,6803,965,GL,3,2710
SBN,27L,SOUTH BEND,IN,LOC,5641,6304,6810,965,GL,3,2710
SBO,14,SWAINSBORO,GA,GS,22112,14444,25185,12893,SO,3,2710
SBO,14,SWAINSBORO,GA,LOC,8569,7582,6973,12893,SO,3,2710
SBP,11,SN LUIS OBSPO,CA,GS,2717,2803,595,11814,WP,3,2710
SBP,11,SN LUIS OBSPO,CA,LOC,4733,4145,3268,7326,WP,3,2710
SBY,32,SALISBURY,MD,GS,11979,12553,10861,14213,EA,3,2710
SBY,32,SALISBURY,MD,LOC,7337,7824,4176,17908,EA,3,2710
SCC,06,DEADHORSE,AK,GS,550,405,259,1725,AL,3,2710
SCC,06,DEADHORSE,AK,LOC,2680,2373,1694,6632,AL,3,2710
SCH,04,SCHENECTADY,NY,GS,2542,2666,2195,2695,EA,3,2710
SCH,04,SCHENECTADY,NY,LOC,5557,5926,3853,14335,EA,3,2710
SCK,29R,STOCKTON,CA,GS,11744,8050,19122,4366,WP,3,2710
SCK,29R,STOCKTON,CA,LOC,11315,12184,3877,18753,WP,3,2710
SDU,18C,MEMPHIS,TN,GS,13054,15619,15491,2019,SO,1,2710
SDU,18C,MEMPHIS,TN,LOC,15740,15906,15337,2019,SO,1,2710
SEA,34R,SEATTLE,WA,GS,61812,62823,8805,114819,NM,1,2710
SEA,34R,SEATTLE,WA,LOC,8153,10866,8733,1077,NM,1,2710
SEE,27R,EL CAJON,CA,LOC,2581,1157,1890,6842,WP,3,2710
SEM,33,SELMA,AL,GS,9145,10731,14405,7978,SO,3,2710
SEM,33,SELMA,AL,LOC,3554,3561,2023,7978,SO,3,2710
SER,05,SEYMOUR,IN,LOC,75312,-1,-1,75312,GL,,2710
SFM,07,SANFORD,ME,GS,1892,1799,1543,1980,NE,3,2710
SFM,07,SANFORD,ME,LOC,1610,1927,1202,2395,NE,3,2710
SFO,28L,SAN FRANCISCO,CA,GS,7260,7162,7348,2342,WP,1,2710
SFO,28L,SAN FRANCISCO,CA,LOC,14737,18213,20213,2342,WP,1,2710
SFW,29,WILLISTON,ND,GS,13890,14325,10388,17532,GL,,2710
SFW,29,WILLISTON,ND,LOC,18371,20530,13847,35054,GL,,2710
SFZ,05,PAWTUCKET,RI,LOC,3541,5533,5509,1200,NE,3,2710
SGB,02,SANTA FE,NM,GS,19412,19221,17913,11475,SW,3,2710
SGB,02,SANTA FE,NM,LOC,8863,8837,5669,16325,SW,3,2710
SGC,19L,DULLES,VA,GS,10094,9708,9735,9365,EA,1,2710
SGC,19L,DULLES,VA,LOC,14672,12728,10523,28090,EA,1,2710
SGF,02,SPRINGFIELD,MO,GS,2706,3464,2786,370,CE,3,2710
SGF,02,SPRINGFIELD,MO,LOC,5350,4455,5300,609,CE,3,2710
SGH,24,SPRINGFIELD,OH,GS,5016,-1,-1,5016,GL,X,2710
SGH,24,SPRINGFIELD,OH,LOC,5016,-1,-1,5016,GL,X,2710
SGO,06,CLINTON,NC,LOC,97910,97760,104206,91614,EA,X,2710
SGS,34,SOUTH ST PAUL,MN,LOC,89145,88560,107941,70348,GL,X,2710
SGU,19,ST GEORGE,UT,GS,31167,26222,35276,22951,NM,3,2710
SGU,19,ST GEORGE,UT,LOC,47004,48054,3698,90309,NM,3,2710
SGZ,36,GREEN BAY,WI,GS,5817,8107,9316,1752,GL,3,2710
SGZ,36,GREEN BAY,WI,LOC,2037,472,4259,9359,GL,3,2710
SHD,05,STAUNTON,VA,GS,1534,1123,1167,3077,EA,1,2710
SHD,05,STAUNTON,VA,LOC,1541,266,1241,2383,EA,1,2710
SHR,33,SHERIDAN,WY,GS,3564,2710,2329,7134,NM,3,2710
SHR,33,SHERIDAN,WY,LOC,3749,3567,3577,895,NM,3,2710
SHV,14,SHREVEPORT,LA,GS,14452,16854,14093,1803,SW,3,2710
SHV,14,SHREVEPORT,LA,LOC,7885,7985,6852,16584,SW,3,2710
SIA,19L,SAN FRANCISCO,CA,GS,20471,26217,29536,2342,WP,1,2710
SIA,19L,SAN FRANCISCO,CA,LOC,32957,36036,34243,2342,WP,1,2710
SIC,18C,COVINGTON,KY,GS,11179,10814,7621,18388,SO,2,2710
SIC,18C,COVINGTON,KY,LOC,14295,13232,6533,38814,SO,2,2710
SIJ,22,MINNEAPOLIS,MN,LOC,32059,32313,4847,145789,GL,1,2710
SIT,11,SITKA,AK,LOC,2326,1760,2064,2913,AL,3,2710
SJC,30L,SAN JOSE,CA,GS,3145,3863,3407,6629,WP,2,2710
SJC,30L,SAN JOSE,CA,LOC,4116,2229,5217,11471,WP,2,2710
SJT,03,SAN ANGELO,TX,GS,1295,787,1602,1106,SW,3,2710
SJT,03,SAN ANGELO,TX,LOC,4507,4913,2675,9219,SW,3,2710
SJU,08,SAN JUAN,PR,GS,8887,8377,4883,20245,SO,2,2710
SJU,08,SAN JUAN,PR,LOC,6965,5908,6566,2236,SO,2,2710
SJW,30R,ST LOUIS,MO,GS,3009,2636,2457,3386,CE,2,2710
SJW,30R,ST LOUIS,MO,LOC,6198,10728,9280,2596,CE,2,2710
SKC,10,WAUKESHA,WI,GS,7377,7850,6725,3265,GL,3,2710
SKC,10,WAUKESHA,WI,LOC,10596,14526,15915,1421,GL,3,2710
SLC,34R,SALT LAKE CITY,UT,GS,17985,19712,18132,10629,NM,1,2710
SLC,34R,SALT LAKE CITY,UT,LOC,15121,15165,11402,22042,NM,1,2710
SLE,31,SALEM,OR,GS,22940,24856,22439,5953,NM,3,2710
SLE,31,SALEM,OR,LOC,6507,7962,7439,5541,NM,3,2710
SLK,23,SARANAC LAKE,NY,GS,1323,1486,846,2411,NE,3,2710
SLK,23,SARANAC LAKE,NY,LOC,7452,7839,4959,15346,NE,3,2710
SLN,35,SALINA,KS,GS,2012,2120,1682,2569,CE,3,2710
SLN,35,SALINA,KS,LOC,3437,2151,7498,6077,CE,3,2710
SLV,12R,SAN JOSE,CA,GS,10693,8861,9676,11108,WP,2,2710
SLV,12R,SAN JOSE,CA,LOC,19167,20052,27573,11108,WP,2,2710
SMA,17,ST MARY'S,AK,LOC,1493,1403,1043,3437,AL,3,2710
SME,05,SOMERSET,KY,GS,2197,2371,2098,504,SO,3,2710
SME,05,SOMERSET,KY,LOC,5225,4291,3166,10878,SO,3,2710
SMF,17R,SACRAMENTO,CA,GS,26199,27743,27662,2378,WP,2,2710
SMF,17R,SACRAMENTO,CA,LOC,6136,8250,10083,3790,WP,2,2710
SMR,03,GREAT FALLS,MT,GS,11320,10902,6793,29188,NM,3,2710
SMR,03,GREAT FALLS,MT,LOC,12645,11192,8377,27172,NM,3,2710
SMS,23,SUMTER,SC,GS,13478,11238,14794,19927,SO,3,2710
SMS,23,SUMTER,SC,LOC,4774,5128,1063,21365,SO,3,2710
SMX,12,SANTA MARIA,CA,GS,6051,7180,6725,2310,WP,3,2710
SMX,12,SANTA MARIA,CA,LOC,6056,6163,1476,23090,WP,3,2710
SNA,20R,SANTA ANA,CA,GS,1338,1712,1181,796,WP,3,2710
SNA,20R,SANTA ANA,CA,LOC,5500,5484,4555,4785,WP,3,2710
SND,09L,SANFORD,FL,GS,9430,9874,9243,945,SO,3,2710
SND,09L,SANFORD,FL,LOC,8766,7523,1837,34690,SO,3,2710
